"trial","RT","gaze_dir","target_dir","congr","eye_shift","SOA","ydiff","xdiff","blink","su","sac_dir","correct_sac","too_fast","too_slow"
142,265,"Right","Left","Incongruent","Shift eyes",500,10.3,-224.8,"No blink","p13","Left",1,0,0
142,330,"Right","Left","Incongruent","Shift head",900,-17,-243.2,"No blink","p14","Left",1,0,0
142,537,"Left","Right","Incongruent","Shift eyes",100,-1.80000000000001,4.59999999999997,"No blink","p15","Insufficient amplitude",0,0,0
142,215,"Left","Left","Congruent","Shift eyes",100,-13.8,-215,"No blink","p16","Left",1,0,0
142,300,"Left","Left","Congruent","Shift eyes",500,-12.1,-211.7,"No blink","p17","Left",1,0,0
142,505,"Right","Right","Congruent","Shift head",100,-18.9,216,"No blink","p18","Right",1,0,0
142,281,"Right","Right","Congruent","Shift eyes",500,-23.6,199.6,"No blink","p19","Right",1,0,0
142,113,"Right","Left","Incongruent","Shift eyes",500,18.1,-213.1,"No blink","p20","Left",1,0,0
142,262,"Left","Left","Congruent","Shift eyes",100,-5.69999999999999,-237.7,"No blink","p21","Left",1,0,0
142,345,"Left","Right","Incongruent","Shift head",100,6.20000000000005,239.7,"No blink","p22","Right",1,0,0
143,431,"Left","Left","Congruent","Shift eyes",100,-12.2,-191.5,"No blink","p1","Left",1,0,0
143,228,"Right","Right","Congruent","Shift head",900,-20.5,181.3,"No blink","p2","Right",1,0,0
143,223,"Right","Right","Congruent","Shift head",900,-25,192.9,"No blink","p3","Right",1,0,0
143,230,"Right","Right","Congruent","Shift head",900,8,186.2,"No blink","p4","Right",1,0,0
143,282,"Right","Left","Incongruent","Shift eyes",500,-22.8,-226.3,"Contains blink","p5","Left",1,0,0
143,698,"Right","Left","Incongruent","Shift eyes",100,10.5,-226.3,"No blink","p6","Left",1,0,1
143,356,"Left","Left","Congruent","Shift eyes",900,19.1,189.8,"No blink","p7","Right",0,0,0
143,241,"Left","Right","Incongruent","Shift head",900,-4.89999999999998,210.2,"No blink","p8","Right",1,0,0
143,305,"Right","Left","Incongruent","Shift head",100,-4.69999999999999,-221,"No blink","p9","Left",1,0,0
143,298,"Right","Right","Congruent","Shift head",100,-0.5,214.2,"No blink","p10","Right",1,0,0
143,333,"Right","Right","Congruent","Shift head",100,-14.1,187.8,"No blink","p11","Right",1,0,0
143,240,"Left","Left","Congruent","Shift head",100,-4.19999999999999,-223.9,"No blink","p12","Left",1,0,0
143,252,"Left","Left","Congruent","Shift head",100,8.19999999999999,-228.3,"No blink","p13","Left",1,0,0
143,304,"Left","Left","Congruent","Shift eyes",500,-10.9,-255,"No blink","p14","Left",1,0,0
143,384,"Left","Right","Incongruent","Shift head",500,-0.600000000000023,223,"No blink","p15","Right",1,0,0
143,257,"Left","Right","Incongruent","Shift head",500,5.69999999999999,201.3,"No blink","p16","Right",1,0,0
143,258,"Left","Right","Incongruent","Shift head",100,-3.40000000000003,261.5,"No blink","p17","Right",1,0,0
143,343,"Right","Right","Congruent","Shift head",500,-6.80000000000001,201.4,"No blink","p18","Right",1,0,0
143,123,"Right","Left","Incongruent","Shift head",500,5.89999999999998,-193.2,"No blink","p19","Left",1,0,0
143,101,"Right","Right","Congruent","Shift head",900,21.7,259.4,"No blink","p20","Right",1,0,0
143,217,"Right","Right","Congruent","Shift head",900,-2.30000000000001,224.2,"Contains blink","p21","Right",1,0,0
143,215,"Left","Left","Congruent","Shift eyes",500,-14.6,-208.5,"No blink","p22","Left",1,0,0
144,1252,"Right","Right","Congruent","Shift eyes",900,NA,NA,NA,"p1",NA,NA,0,1
144,263,"Right","Left","Incongruent","Shift head",900,0.699999999999989,-173.5,"No blink","p2","Left",1,0,0
144,578,"Right","Left","Incongruent","Shift head",100,1.5,-241,"No blink","p3","Left",1,0,0
144,228,"Left","Left","Congruent","Shift eyes",500,-10.3,-222.7,"No blink","p4","Left",1,0,0
144,420,"Right","Left","Incongruent","Shift head",100,-5.59999999999997,-223.3,"No blink","p5","Left",1,0,0
144,345,"Left","Left","Congruent","Shift head",100,13.2,-231.8,"No blink","p6","Left",1,0,0
144,70,"Right","Left","Incongruent","Shift head",900,-15,204.7,"Contains blink","p7","Right",0,1,0
144,273,"Right","Right","Congruent","Shift eyes",500,-3.40000000000003,219.6,"No blink","p8","Right",1,0,0
144,296,"Left","Left","Congruent","Shift eyes",500,-21.1,-152.4,"No blink","p9","Left",1,0,0
144,254,"Right","Left","Incongruent","Shift eyes",900,-10.9,-236.5,"No blink","p10","Left",1,0,0
144,311,"Right","Left","Incongruent","Shift eyes",900,-1,-193.1,"No blink","p11","Left",1,0,0
144,229,"Right","Right","Congruent","Shift eyes",500,11.3,234.7,"No blink","p12","Right",1,0,0
144,230,"Right","Left","Incongruent","Shift eyes",100,2.40000000000003,-231.9,"No blink","p13","Left",1,0,0
144,247,"Right","Right","Congruent","Shift eyes",900,-4.10000000000002,210.9,"No blink","p14","Right",1,0,0
144,331,"Left","Right","Incongruent","Shift head",900,1.30000000000001,177.2,"No blink","p15","Right",1,0,0
144,223,"Left","Left","Congruent","Shift eyes",900,-13.1,-231.1,"No blink","p16","Left",1,0,0
144,259,"Right","Left","Incongruent","Shift head",500,-0.800000000000011,-212.2,"No blink","p17","Left",1,0,0
144,502,"Left","Left","Congruent","Shift eyes",100,-3.69999999999999,-179.9,"No blink","p18","Left",1,0,0
144,320,"Left","Left","Congruent","Shift eyes",500,2.80000000000001,-190.4,"No blink","p19","Left",1,0,0
144,130,"Left","Right","Incongruent","Shift head",500,12.4,238,"No blink","p20","Right",1,0,0
144,257,"Right","Right","Congruent","Shift head",900,-16.9,228.1,"No blink","p21","Right",1,0,0
144,230,"Left","Left","Congruent","Shift head",100,-22.6,-188.6,"No blink","p22","Left",1,0,0
145,204,"Right","Right","Congruent","Shift head",500,-12.6,-170.7,"No blink","p1","Left",0,0,0
145,494,"Right","Right","Congruent","Shift head",100,-27,202.6,"No blink","p2","Right",1,0,0
145,315,"Left","Right","Incongruent","Shift head",500,-25.2,204.5,"No blink","p3","Right",1,0,0
145,234,"Left","Left","Congruent","Shift head",500,-84.7,-238.5,"No blink","p4","Left",1,0,0
145,305,"Left","Left","Congruent","Shift head",100,-7.09999999999997,-235.6,"No blink","p5","Left",1,0,0
145,271,"Left","Right","Incongruent","Shift eyes",500,5.59999999999997,200.4,"No blink","p6","Right",1,0,0
145,90,"Left","Left","Congruent","Shift eyes",100,2.5,-226.4,"No blink","p7","Left",1,0,0
145,480,"Right","Right","Congruent","Shift eyes",100,-13.3,258.4,"No blink","p8","Right",1,0,0
145,285,"Right","Left","Incongruent","Shift head",900,-20.6,-179.9,"No blink","p9","Left",1,0,0
145,241,"Right","Right","Congruent","Shift eyes",500,15.1,199.7,"No blink","p10","Right",1,0,0
145,331,"Left","Left","Congruent","Shift head",500,1.5,-209.2,"No blink","p11","Left",1,0,0
145,162,"Right","Left","Incongruent","Shift eyes",900,1.30000000000001,-216.2,"No blink","p12","Left",1,0,0
145,307,"Left","Right","Incongruent","Shift eyes",100,-0.0999999999999659,227,"No blink","p13","Right",1,0,0
145,476,"Left","Right","Incongruent","Shift eyes",100,-8.5,215.5,"No blink","p14","Right",1,0,0
145,121,"Right","Left","Incongruent","Shift head",500,-1.59999999999997,-0.200000000000045,"No blink","p15","Insufficient amplitude",0,0,0
145,315,"Right","Right","Congruent","Shift head",500,14.6,220,"No blink","p16","Right",1,0,0
145,218,"Right","Right","Congruent","Shift eyes",500,-0.0999999999999659,254.8,"No blink","p17","Right",1,0,0
145,277,"Left","Left","Congruent","Shift eyes",500,1.89999999999998,-208,"No blink","p18","Left",1,0,0
145,330,"Right","Left","Incongruent","Shift head",500,-11.1,-228,"No blink","p19","Left",1,0,0
145,157,"Right","Right","Congruent","Shift head",500,18.8,225.1,"No blink","p20","Right",1,0,0
145,333,"Right","Left","Incongruent","Shift eyes",100,3.09999999999997,-233.1,"No blink","p21","Left",1,0,0
145,334,"Left","Right","Incongruent","Shift eyes",100,-2.30000000000001,236.5,"No blink","p22","Right",1,0,0
146,425,"Right","Left","Incongruent","Shift head",100,-5.90000000000003,-222.5,"No blink","p1","Left",1,0,0
146,211,"Left","Left","Congruent","Shift head",500,-6,-197.4,"No blink","p2","Left",1,0,0
146,312,"Left","Right","Incongruent","Shift head",500,-21.7,196,"No blink","p3","Right",1,0,0
146,231,"Right","Right","Congruent","Shift head",100,9.40000000000003,209.3,"No blink","p4","Right",1,0,0
146,252,"Right","Right","Congruent","Shift head",900,-5.69999999999999,212,"No blink","p5","Right",1,0,0
146,458,"Right","Left","Incongruent","Shift head",100,4.80000000000001,-226.6,"No blink","p6","Left",1,0,0
146,385,"Left","Right","Incongruent","Shift head",500,10.4,-254.1,"No blink","p7","Left",0,0,0
146,233,"Right","Left","Incongruent","Shift eyes",500,-13.9,-240.4,"No blink","p8","Left",1,0,0
146,432,"Left","Right","Incongruent","Shift eyes",100,-1.59999999999997,229.6,"No blink","p9","Right",1,0,0
146,233,"Left","Right","Incongruent","Shift head",100,14.4,201.5,"No blink","p10","Right",1,0,0
146,338,"Right","Left","Incongruent","Shift eyes",100,-5.69999999999999,-222.6,"No blink","p11","Left",1,0,0
146,252,"Left","Left","Congruent","Shift head",900,4.39999999999998,-221.9,"No blink","p12","Left",1,0,0
146,210,"Right","Left","Incongruent","Shift eyes",100,11.4,-211.6,"No blink","p13","Left",1,0,0
146,281,"Right","Right","Congruent","Shift eyes",500,-11.5,226.4,"No blink","p14","Right",1,0,0
146,327,"Right","Right","Congruent","Shift head",900,9.90000000000003,207.7,"No blink","p15","Right",1,0,0
146,96,"Left","Left","Congruent","Shift head",900,-6.69999999999999,-163,"No blink","p16","Left",1,0,0
146,273,"Left","Left","Congruent","Shift head",900,-8.59999999999997,-235.2,"No blink","p17","Left",1,0,0
146,460,"Right","Left","Incongruent","Shift head",500,-9.89999999999998,-209.3,"No blink","p18","Left",1,0,0
146,310,"Left","Right","Incongruent","Shift eyes",900,-26.6,205.5,"No blink","p19","Right",1,0,0
146,86,"Right","Right","Congruent","Shift eyes",900,15.5,215.9,"No blink","p20","Right",1,0,0
146,251,"Right","Right","Congruent","Shift head",900,0,243.2,"Contains blink","p21","Right",1,0,0
146,453,"Left","Left","Congruent","Shift head",100,-16.7,-219.7,"No blink","p22","Left",1,0,0
147,206,"Right","Right","Congruent","Shift eyes",500,-19.9,210.2,"No blink","p1","Right",1,0,0
147,463,"Right","Left","Incongruent","Shift head",100,5.80000000000001,-187.3,"No blink","p2","Left",1,0,0
147,392,"Right","Right","Congruent","Shift head",100,-32.1,199.8,"No blink","p3","Right",1,0,0
147,242,"Right","Right","Congruent","Shift head",500,2.59999999999997,220.3,"No blink","p4","Right",1,0,0
147,320,"Left","Right","Incongruent","Shift head",500,-3.59999999999997,196.2,"No blink","p5","Right",1,0,0
147,329,"Left","Right","Incongruent","Shift eyes",100,15.4,199.4,"No blink","p6","Right",1,0,0
147,479,"Right","Left","Incongruent","Shift head",900,-18.4,215.5,"No blink","p7","Right",0,0,0
147,274,"Right","Left","Incongruent","Shift eyes",900,0,-233.7,"No blink","p8","Left",1,0,0
147,248,"Right","Right","Congruent","Shift head",900,-10.4,185,"No blink","p9","Right",1,0,0
147,218,"Right","Right","Congruent","Shift eyes",100,17.3,220.9,"No blink","p10","Right",1,0,0
147,262,"Left","Left","Congruent","Shift eyes",900,2.5,-195.5,"No blink","p11","Left",1,0,0
147,263,"Left","Right","Incongruent","Shift head",900,13.4,208.4,"No blink","p12","Right",1,0,0
147,234,"Right","Right","Congruent","Shift eyes",900,-10.8,213.8,"No blink","p13","Right",1,0,0
147,387,"Right","Left","Incongruent","Shift eyes",100,3.29999999999995,-185.3,"No blink","p14","Left",1,0,0
147,297,"Left","Right","Incongruent","Shift head",500,-4.09999999999997,157.6,"No blink","p15","Right",1,0,0
147,192,"Right","Left","Incongruent","Shift head",500,-0.300000000000011,-206.7,"No blink","p16","Left",1,0,0
147,433,"Right","Left","Incongruent","Shift eyes",900,-12.5,-196.6,"No blink","p17","Left",1,0,0
147,328,"Left","Left","Congruent","Shift eyes",900,-8.80000000000001,-189.5,"No blink","p18","Left",1,0,0
147,245,"Left","Left","Congruent","Shift eyes",900,2.69999999999999,-203.1,"No blink","p19","Left",1,0,0
147,99,"Left","Right","Incongruent","Shift head",500,16.1,231.2,"No blink","p20","Right",1,0,0
147,343,"Right","Right","Congruent","Shift head",500,-5.30000000000001,235,"No blink","p21","Right",1,0,0
147,239,"Right","Right","Congruent","Shift eyes",500,-7.30000000000001,232.2,"No blink","p22","Right",1,0,0
148,415,"Left","Right","Incongruent","Shift eyes",100,-9.29999999999995,212.7,"No blink","p1","Right",1,0,0
148,328,"Right","Left","Incongruent","Shift head",500,-4.10000000000002,-181.1,"No blink","p2","Left",1,0,0
148,405,"Right","Right","Congruent","Shift head",100,-25.4,182,"No blink","p3","Right",1,0,0
148,308,"Right","Right","Congruent","Shift eyes",100,12.7,210.1,"No blink","p4","Right",1,0,0
148,261,"Right","Right","Congruent","Shift head",500,-6.20000000000005,199.9,"No blink","p5","Right",1,0,0
148,244,"Right","Right","Congruent","Shift eyes",100,-1.09999999999997,189.2,"No blink","p6","Right",1,0,0
148,76,"Right","Right","Congruent","Shift eyes",900,1.89999999999998,1.5,"No blink","p7","Insufficient amplitude",0,1,0
148,239,"Left","Right","Incongruent","Shift head",500,-15.8,232.5,"No blink","p8","Right",1,0,0
148,347,"Left","Right","Incongruent","Shift head",100,-11.2,216,"No blink","p9","Right",1,0,0
148,226,"Left","Left","Congruent","Shift head",900,-18.1,-231.5,"No blink","p10","Left",1,0,0
148,310,"Left","Right","Incongruent","Shift head",900,-8.40000000000003,211.2,"No blink","p11","Right",1,0,0
148,322,"Right","Right","Congruent","Shift head",900,7.69999999999999,220.8,"No blink","p12","Right",1,0,0
148,245,"Left","Right","Incongruent","Shift eyes",900,-15.6,215.4,"No blink","p13","Right",1,0,0
148,303,"Left","Left","Congruent","Shift head",500,-4.89999999999998,-250.3,"No blink","p14","Left",1,0,0
148,364,"Right","Right","Congruent","Shift head",100,10.4,150.9,"No blink","p15","Right",1,0,0
148,219,"Right","Right","Congruent","Shift eyes",900,13.6,240.8,"No blink","p16","Right",1,0,0
148,276,"Right","Left","Incongruent","Shift eyes",900,2,-218.1,"No blink","p17","Left",1,0,0
148,328,"Left","Left","Congruent","Shift eyes",900,-4.30000000000001,-201.2,"No blink","p18","Left",1,0,0
148,261,"Right","Right","Congruent","Shift eyes",900,-22.9,205.3,"No blink","p19","Right",1,0,0
148,83,"Left","Left","Congruent","Shift eyes",500,22.1,-230.4,"No blink","p20","Left",1,0,0
148,281,"Right","Left","Incongruent","Shift head",500,-2.10000000000002,-275.5,"No blink","p21","Left",1,0,0
148,212,"Right","Left","Incongruent","Shift head",500,-20.8,-226.5,"No blink","p22","Left",1,0,0
149,617,"Right","Right","Congruent","Shift head",900,-11,414.9,"No blink","p1","Right",1,0,1
149,358,"Right","Right","Congruent","Shift eyes",900,-0.5,206.6,"No blink","p2","Right",1,0,0
149,294,"Right","Right","Congruent","Shift head",900,-38.6,182.8,"No blink","p3","Right",1,0,0
149,268,"Right","Right","Congruent","Shift head",500,19.1,219.2,"No blink","p4","Right",1,0,0
149,284,"Left","Right","Incongruent","Shift eyes",500,-10,206.8,"No blink","p5","Right",1,0,0
149,297,"Right","Right","Congruent","Shift eyes",500,13.7,190.2,"No blink","p6","Right",1,0,0
149,260,"Left","Left","Congruent","Shift head",900,12.9,234.8,"No blink","p7","Right",0,0,0
149,277,"Left","Left","Congruent","Shift head",900,-1.39999999999998,-219.8,"No blink","p8","Left",1,0,0
149,254,"Left","Right","Incongruent","Shift eyes",500,0.399999999999977,206.1,"No blink","p9","Right",1,0,0
149,197,"Right","Right","Congruent","Shift head",100,12.2,199.8,"No blink","p10","Right",1,0,0
149,374,"Left","Right","Incongruent","Shift eyes",500,-7.5,179.9,"No blink","p11","Right",1,0,0
149,259,"Left","Right","Incongruent","Shift eyes",100,-10.8,239.6,"No blink","p12","Right",1,0,0
149,293,"Left","Left","Congruent","Shift head",900,11.3,-245.5,"No blink","p13","Left",1,0,0
149,291,"Left","Left","Congruent","Shift eyes",500,-7.29999999999995,-233.5,"No blink","p14","Left",1,0,0
149,348,"Right","Left","Incongruent","Shift head",500,-20.1,-340.3,"No blink","p15","Left",1,0,0
149,292,"Left","Right","Incongruent","Shift eyes",500,-11.8,217.4,"No blink","p16","Right",1,0,0
149,181,"Right","Right","Congruent","Shift head",500,-6.59999999999997,262.8,"No blink","p17","Right",1,0,0
149,395,"Right","Left","Incongruent","Shift eyes",500,4.29999999999995,-212.5,"No blink","p18","Left",1,0,0
149,277,"Left","Right","Incongruent","Shift head",500,-19.1,211.3,"No blink","p19","Right",1,0,0
149,99,"Left","Left","Congruent","Shift head",500,11.7,-218.3,"No blink","p20","Left",1,0,0
149,290,"Right","Left","Incongruent","Shift head",900,-6.5,-227.7,"No blink","p21","Left",1,0,0
149,216,"Right","Left","Incongruent","Shift head",500,-18.2,-205.5,"No blink","p22","Left",1,0,0
150,90,"Right","Left","Incongruent","Shift head",900,-9.30000000000001,-436.4,"No blink","p1","Left",1,0,0
150,404,"Right","Left","Incongruent","Shift eyes",100,15.3,-164.5,"No blink","p2","Left",1,0,0
150,526,"Right","Left","Incongruent","Shift head",100,5.39999999999998,-283,"No blink","p3","Left",1,0,0
150,326,"Left","Right","Incongruent","Shift eyes",100,24.4,214.9,"No blink","p4","Right",1,0,0
150,298,"Right","Right","Congruent","Shift head",500,-4.30000000000001,219.4,"No blink","p5","Right",1,0,0
150,254,"Right","Right","Congruent","Shift eyes",100,7.19999999999999,219.9,"No blink","p6","Right",1,0,0
150,45,"Left","Right","Incongruent","Shift head",100,-5.10000000000002,230.1,"No blink","p7","Right",1,1,0
150,306,"Right","Left","Incongruent","Shift head",100,-4.40000000000003,-214.2,"No blink","p8","Left",1,0,0
150,223,"Left","Right","Incongruent","Shift head",900,1.5,208.2,"No blink","p9","Right",1,0,0
150,246,"Right","Left","Incongruent","Shift head",500,-16.8,-229.9,"No blink","p10","Left",1,0,0
150,273,"Left","Right","Incongruent","Shift eyes",900,-13.3,190.5,"No blink","p11","Right",1,0,0
150,175,"Right","Right","Congruent","Shift head",100,-1.80000000000001,233.1,"No blink","p12","Right",1,0,0
150,328,"Left","Right","Incongruent","Shift head",100,9.90000000000003,228.2,"No blink","p13","Right",1,0,0
150,285,"Left","Right","Incongruent","Shift head",900,-30.2,205.5,"No blink","p14","Right",1,0,0
150,246,"Left","Right","Incongruent","Shift eyes",900,17,203.8,"No blink","p15","Right",1,0,0
150,307,"Left","Right","Incongruent","Shift eyes",900,5.10000000000002,215,"No blink","p16","Right",1,0,0
150,260,"Left","Right","Incongruent","Shift head",900,-0.600000000000023,154.2,"No blink","p17","Right",1,0,0
150,557,"Right","Right","Congruent","Shift eyes",100,-6.80000000000001,196.1,"No blink","p18","Right",1,0,0
150,317,"Right","Right","Congruent","Shift head",500,-11.9,222.3,"No blink","p19","Right",1,0,0
150,104,"Left","Right","Incongruent","Shift eyes",900,9.19999999999999,242.6,"No blink","p20","Right",1,0,0
150,357,"Right","Left","Incongruent","Shift eyes",100,-8.5,-262.8,"No blink","p21","Left",1,0,0
150,329,"Right","Right","Congruent","Shift eyes",100,8.80000000000001,226.8,"No blink","p22","Right",1,0,0
151,426,"Left","Right","Incongruent","Shift eyes",100,-9.89999999999998,199.5,"No blink","p1","Right",1,0,0
151,255,"Left","Right","Incongruent","Shift head",500,-5.29999999999995,182.5,"No blink","p2","Right",1,0,0
151,388,"Left","Right","Incongruent","Shift head",100,-13.2,182.3,"No blink","p3","Right",1,0,0
151,178,"Left","Right","Incongruent","Shift head",500,4,143.6,"No blink","p4","Right",1,0,0
151,347,"Right","Left","Incongruent","Shift eyes",500,-2.30000000000001,-249.2,"No blink","p5","Left",1,0,0
151,325,"Right","Right","Congruent","Shift eyes",900,4.39999999999998,54.3,"No blink","p6","Insufficient amplitude",0,0,0
151,520,"Left","Right","Incongruent","Shift eyes",500,-75.5,-8.5,"No blink","p7","Insufficient amplitude",0,0,0
151,261,"Left","Left","Congruent","Shift eyes",100,-5.30000000000001,-241.1,"No blink","p8","Left",1,0,0
151,281,"Left","Left","Congruent","Shift head",900,-34.8,-213.3,"No blink","p9","Left",1,0,0
151,200,"Right","Right","Congruent","Shift eyes",500,15.2,225,"No blink","p10","Right",1,0,0
151,590,"Left","Right","Incongruent","Shift eyes",100,-7,225.4,"No blink","p11","Right",1,0,0
151,264,"Left","Right","Incongruent","Shift eyes",100,-15.1,242,"No blink","p12","Right",1,0,0
151,41,"Left","Left","Congruent","Shift head",500,-4.70000000000005,-236.8,"No blink","p13","Left",1,1,0
151,291,"Right","Left","Incongruent","Shift head",900,-2.40000000000003,-238.5,"No blink","p14","Left",1,0,0
151,302,"Right","Left","Incongruent","Shift eyes",500,-18.9,-216.2,"No blink","p15","Left",1,0,0
151,314,"Left","Left","Congruent","Shift eyes",100,-2,-227.2,"No blink","p16","Left",1,0,0
151,346,"Right","Left","Incongruent","Shift head",100,-14.1,-235.9,"No blink","p17","Left",1,0,0
151,270,"Right","Right","Congruent","Shift head",500,-7.20000000000005,208.1,"No blink","p18","Right",1,0,0
151,487,"Right","Left","Incongruent","Shift eyes",100,-23.8,-206.7,"No blink","p19","Left",1,0,0
151,164,"Right","Left","Incongruent","Shift head",100,17.5,-229.4,"No blink","p20","Left",1,0,0
151,176,"Left","Right","Incongruent","Shift head",900,-7.10000000000002,1.40000000000003,"No blink","p21","Insufficient amplitude",0,0,0
151,370,"Left","Left","Congruent","Shift eyes",900,-18,-188.9,"No blink","p22","Left",1,0,0
152,253,"Right","Left","Incongruent","Shift head",900,-14.4,-189,"No blink","p1","Left",1,0,0
152,306,"Right","Right","Congruent","Shift head",500,-28.4,187.2,"No blink","p2","Right",1,0,0
152,252,"Right","Left","Incongruent","Shift eyes",900,0.899999999999977,-279.4,"No blink","p3","Left",1,0,0
152,205,"Left","Left","Congruent","Shift eyes",900,-78.5,-232.9,"No blink","p4","Left",1,0,0
152,269,"Right","Right","Congruent","Shift head",100,9,199.3,"No blink","p5","Right",1,0,0
152,295,"Right","Left","Incongruent","Shift eyes",900,36.4,-248.4,"Contains blink","p6","Left",1,0,0
152,47,"Left","Left","Congruent","Shift eyes",900,0.600000000000023,41.1999999999999,"No blink","p7","Insufficient amplitude",0,1,0
152,192,"Right","Left","Incongruent","Shift head",500,-10.7,-213.5,"No blink","p8","Left",1,0,0
152,287,"Left","Left","Congruent","Shift head",500,-9.69999999999999,-192.5,"No blink","p9","Left",1,0,0
152,211,"Right","Right","Congruent","Shift head",500,8.40000000000003,217.4,"No blink","p10","Right",1,0,0
152,276,"Left","Right","Incongruent","Shift head",900,-8.60000000000002,187.7,"No blink","p11","Right",1,0,0
152,306,"Right","Left","Incongruent","Shift head",100,-7.19999999999999,-218.1,"No blink","p12","Left",1,0,0
152,313,"Right","Right","Congruent","Shift head",100,-5.89999999999998,238.3,"No blink","p13","Right",1,0,0
152,349,"Left","Left","Congruent","Shift head",100,7.90000000000003,-244.4,"No blink","p14","Left",1,0,0
152,211,"Left","Left","Congruent","Shift head",100,-19.7,-206.8,"No blink","p15","Left",1,0,0
152,256,"Right","Right","Congruent","Shift head",900,-3,223.8,"No blink","p16","Right",1,0,0
152,228,"Right","Right","Congruent","Shift eyes",900,0,263.2,"No blink","p17","Right",1,0,0
152,314,"Right","Left","Incongruent","Shift head",900,-8.10000000000002,-189,"No blink","p18","Left",1,0,0
152,295,"Left","Left","Congruent","Shift eyes",900,-5.60000000000002,-210,"No blink","p19","Left",1,0,0
152,91,"Right","Right","Congruent","Shift head",100,17.6,257.3,"No blink","p20","Right",1,0,0
152,255,"Right","Left","Incongruent","Shift eyes",900,-61.5,-238.5,"Contains blink","p21","Left",1,0,0
152,227,"Left","Right","Incongruent","Shift head",900,-4.90000000000003,214.3,"No blink","p22","Right",1,0,0
153,371,"Left","Right","Incongruent","Shift head",100,-21.9,212.6,"No blink","p1","Right",1,0,0
153,454,"Left","Right","Incongruent","Shift eyes",100,141.7,231.1,"No blink","p2","Right",1,0,0
153,307,"Left","Right","Incongruent","Shift head",900,-24,193.7,"No blink","p3","Right",1,0,0
153,1251,"Right","Left","Incongruent","Shift eyes",100,NA,NA,NA,"p4",NA,NA,0,1
153,291,"Left","Right","Incongruent","Shift head",900,-15.2,224.8,"No blink","p5","Right",1,0,0
153,355,"Right","Left","Incongruent","Shift eyes",500,10.1,-240,"No blink","p6","Left",1,0,0
153,36,"Left","Right","Incongruent","Shift eyes",100,-4.69999999999999,224.7,"No blink","p7","Right",1,1,0
153,218,"Left","Left","Congruent","Shift eyes",500,-9.5,-248.6,"No blink","p8","Left",1,0,0
153,337,"Left","Left","Congruent","Shift head",100,-19.7,-191.6,"No blink","p9","Left",1,0,0
153,282,"Right","Left","Incongruent","Shift eyes",100,-0.399999999999977,-225.2,"No blink","p10","Left",1,0,0
153,317,"Right","Left","Incongruent","Shift eyes",500,3.10000000000002,-194.5,"No blink","p11","Left",1,0,0
153,15,"Right","Right","Congruent","Shift head",900,5.5,211.8,"No blink","p12","Right",1,1,0
153,291,"Left","Left","Congruent","Shift eyes",100,-8.40000000000003,-241.9,"No blink","p13","Left",1,0,0
153,283,"Right","Right","Congruent","Shift head",500,-24.7,214.9,"No blink","p14","Right",1,0,0
153,240,"Right","Left","Incongruent","Shift eyes",500,-10.5,-204.9,"No blink","p15","Left",1,0,0
153,240,"Left","Right","Incongruent","Shift head",900,-3.19999999999999,200.7,"No blink","p16","Right",1,0,0
153,253,"Right","Right","Congruent","Shift head",500,4.60000000000002,232.1,"No blink","p17","Right",1,0,0
153,308,"Left","Right","Incongruent","Shift head",100,-14.6,228.9,"No blink","p18","Right",1,0,0
153,248,"Right","Right","Congruent","Shift eyes",900,-15.6,204.7,"No blink","p19","Right",1,0,0
153,151,"Left","Right","Incongruent","Shift head",100,18.3,225.8,"No blink","p20","Right",1,0,0
153,207,"Right","Right","Congruent","Shift eyes",500,-19.6,226.4,"No blink","p21","Right",1,0,0
153,281,"Right","Right","Congruent","Shift head",900,-6.30000000000001,224.7,"No blink","p22","Right",1,0,0
154,177,"Right","Left","Incongruent","Shift head",500,-13.5,-203.3,"No blink","p1","Left",1,0,0
154,265,"Right","Right","Congruent","Shift eyes",500,7.09999999999997,188.9,"No blink","p2","Right",1,0,0
154,274,"Right","Right","Congruent","Shift eyes",900,-31.6,198.8,"No blink","p3","Right",1,0,0
154,167,"Left","Left","Congruent","Shift head",500,-4.90000000000003,-31.1,"No blink","p4","Insufficient amplitude",0,0,0
154,292,"Left","Right","Incongruent","Shift eyes",500,-8.5,214.2,"No blink","p5","Right",1,0,0
154,306,"Right","Right","Congruent","Shift eyes",900,4.09999999999997,210.2,"No blink","p6","Right",1,0,0
154,281,"Left","Right","Incongruent","Shift eyes",900,46.8,-57.7,"No blink","p7","Insufficient amplitude",0,0,0
154,229,"Left","Left","Congruent","Shift head",900,-5.5,-232,"No blink","p8","Left",1,0,0
154,224,"Left","Right","Incongruent","Shift eyes",900,-8.19999999999999,224.4,"No blink","p9","Right",1,0,0
154,315,"Right","Left","Incongruent","Shift head",900,-1.69999999999999,-237.8,"No blink","p10","Left",1,0,0
154,257,"Right","Left","Incongruent","Shift head",900,2.5,-174.8,"No blink","p11","Left",1,0,0
154,219,"Right","Right","Congruent","Shift head",900,11.1,208.1,"No blink","p12","Right",1,0,0
154,227,"Right","Right","Congruent","Shift head",500,-3.09999999999997,224.5,"No blink","p13","Right",1,0,0
154,405,"Left","Left","Congruent","Shift head",100,7,-224.9,"No blink","p14","Left",1,0,1
154,288,"Left","Left","Congruent","Shift eyes",100,-28.1,-221.5,"No blink","p15","Left",1,0,0
